,budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,genres_count,genres_unique,new_keys,companies,country,language,year,profit,roi
975,50000000,http://www.sonypictures.com/movies/theinternational/site/,4959,en,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",13.391833,2009-02-03,50000000,118.0,Released,Is your money making a killing?,The International,6.0,368,"['Drama', 'Thriller', 'Crime']",3,Drama,['duringcreditsstinger'],"['Studio Babelsberg', 'Atlas Entertainment', 'Mosaic Media Group', 'X-Filme Creative Pool']","['Germany', 'United Kingdom', 'United States of America']","['en', 'fr', 'de', 'it', 'ru']",2009.0,50000000,100.0
976,50000000,http://www.theofficialjohncarpenter.com/escape-from-la/,10061,en,Escape from L.A.,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",21.637234,1996-08-09,50000000,97.0,Released,Snake Is Back.,Escape from L.A.,5.6,373,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",4,Action,"['prison', 'usa president', 'earthquake', 'dystopia', 'attempt to escape', 'los angeles', 'reluctant hero']","['Paramount Pictures', 'Rysher Entertainment']",['United States of America'],['en'],1996.0,50000000,100.0
977,70000000,https://www.warnerbros.com/iron-giant,10386,en,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",61.245957,1999-08-06,70000000,86.0,Released,It came from outer space!,The Iron Giant,7.6,1436,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",5,Adventure,"['cold war', 'friendship', 'giant robot', 'sitting on a toilet', 'fear of unknown', '1950s', 'laxative']",['Warner Bros. Animation'],['United States of America'],['en'],1999.0,70000000,100.0
978,50000000,,421,en,The Life Aquatic with Steve Zissou,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,25.237969,2004-12-10,50000000,119.0,Released,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,7.1,775,"['Adventure', 'Comedy', 'Drama']",3,Adventure,"['ocean', 'film making', 'loss of mother', 'cynic', 'red cap', 'ship']","['Touchstone Pictures', 'American Empirical Pictures']",['United States of America'],"['en', 'is', 'pt', 'fr', 'tl', 'de', 'it']",2004.0,50000000,100.0
979,50000000,http://stxmovies.com/freestateofjones/,316152,en,Free State of Jones,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",21.589393,2016-06-24,50000000,139.0,Released,Based on the incredible true story.,Free State of Jones,6.6,428,"['War', 'Action', 'Drama', 'History', 'Thriller']",5,War,"['slavery', 'american civil war']","['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']",['United States of America'],"['en', 'de']",2016.0,50000000,100.0
980,50000000,,11615,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,22.442241,2003-02-21,50000000,130.0,Released,The crime is clear. The truth is not.,The Life of David Gale,7.3,480,"['Drama', 'Thriller', 'Crime']",3,Drama,"['prison', 'journalist', 'texas', 'professor', 'death penalty', 'death row', 'interview', 'murder', 'reporter', 'intern', 'innocent', 'activist']","['Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Intermedia Films', 'Saturn Films', 'Dirty Hands Productions']","['Germany', 'United Kingdom', 'United States of America']","['en', 'es']",2003.0,50000000,100.0
981,40000000,,13498,en,Man of the House,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,6.004422,2005-02-25,40000000,100.0,Released,Protecting witnesses is a challenge. Living with them is impossible.,Man of the House,5.4,120,"['Comedy', 'Action']",2,Comedy,[],"['Revolution Studios', 'Bel Air Entertainment']",['United States of America'],['en'],2005.0,40000000,100.0
982,50000000,,241554,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",74.64653,2015-03-11,50000000,114.0,Released,No sin goes unpunished,Run All Night,6.3,1148,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,Action,"['hitman', 'revenge', 'murder', 'on the run', 'mobster']","['Vertigo Entertainment', 'Energy Entertainment', 'RatPac-Dune Entertainment']",['United States of America'],['en'],2015.0,50000000,100.0
983,51500000,http://www.focusfeatures.com/easternpromises/,2252,en,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,35.481169,2007-09-14,51500000,100.0,Released,Every sin leaves a mark.,Eastern Promises,7.2,848,"['Thriller', 'Crime', 'Mystery']",3,Thriller,"['london england', 'gay', 'male nudity', 'female nudity', 'father son relationship', 'sex', 'jealousy', 'underworld', 'undercover', 'hitman', 'russian', 'diary', 'human trafficking', 'midwife', 'murder', 'mother daughter relationship', 'orphan', 'gangster', 'motorcycle', 'bathhouse']","['BBC Films', 'Serendipity Point Films', 'Téléfilm Canada', 'Astral Media', 'Scion Films', 'Focus Features', 'Corus Entertainment', 'Shine Pictures', 'Kudos Film and Television']","['United Kingdom', 'United States of America', 'Canada']","['en', 'ru', 'tr', 'uk', 'ur']",2007.0,51500000,100.0
984,50000000,,11968,en,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",14.723467,2005-09-30,50000000,110.0,Released,Treasure has its price.,Into the Blue,5.8,458,"['Action', 'Thriller', 'Adventure', 'Crime']",4,Action,"['diving', 'cocaine', 'shipwreck', 'sailing', 'airplane', 'wrack']","['Columbia Pictures Corporation', 'Mandalay Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['en'],2005.0,50000000,100.0
985,60000000,,10047,fr,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,21.084542,1999-10-18,60000000,148.0,Released,,The Messenger: The Story of Joan of Arc,6.2,367,"['Adventure', 'Drama', 'Action', 'History', 'War']",5,Adventure,"['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charles vii.', 'false history', 'joan of arc', 'religious delusions']","['Columbia Pictures', 'Gaumont']",['France'],"['en', 'la']",1999.0,60000000,100.0
986,49900000,http://www.yourhighnessmovie.net/,38319,en,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",21.408222,2011-04-08,49900000,102.0,Released,Get your quest on.,Your Highness,5.2,501,['Comedy'],1,Comedy,"['kidnapping', 'traitor', 'virgin', 'prince', 'princess', 'revenge', 'minotaur', 'knight', 'dragon', 'wedding', 'king', 'sword and sorcery']","['Universal Pictures', 'Stuber Productions']",['United States of America'],['en'],2011.0,49900000,100.0
987,50000000,,69668,en,Dream House,"Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",19.267479,2011-09-30,50000000,84.0,Released,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,391,"['Drama', 'Thriller', 'Mystery']",3,Drama,"['house fire', 'extension ladder', 'last day on job']","['Cliffjack Motion Pictures', 'Morgan Creek Productions']","['Canada', 'United States of America']",['en'],2011.0,50000000,100.0
988,50000000,,9770,en,Mad City,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,3.314004,1997-11-07,50000000,114.0,Released,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81,"['Action', 'Drama', 'Thriller']",3,Action,"['journalist', 'museum', 'hostage drama', 'independent film']","['Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],['en'],1997.0,50000000,100.0
989,50000000,,11212,en,Baby's Day Out,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",21.312186,1994-07-01,50000000,99.0,Released,No bib. No crib. No problem.,Baby's Day Out,5.8,274,"['Action', 'Adventure', 'Comedy', 'Family']",4,Action,"['baby', 'hoodlum', 'lost child']",['Twentieth Century Fox Film Corporation'],['United States of America'],"['en', 'fr', 'de']",1994.0,50000000,100.0
990,50000000,,10533,en,The Scarlet Letter,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",7.44268,1995-10-13,50000000,135.0,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,"['Drama', 'History', 'Romance']",3,Drama,"['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America'],['en'],1995.0,50000000,100.0
991,22000000,http://www.fairgame-movie.com/,38363,en,Fair Game,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",12.54949,2010-05-20,22000000,108.0,Released,Wife. Mother. Spy.,Fair Game,6.5,235,"['Drama', 'Thriller']",2,Drama,"['cia', 'nuclear scientist', 'iraq', 'politician', 'duringcreditsstinger']","['River Road Entertainment', 'Participant Media']","['United States of America', 'United Arab Emirates']",['en'],2010.0,22000000,100.0
992,50000000,,9923,en,Domino,"The daughter of actor, Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.",18.394571,2005-09-22,50000000,127.0,Released,Heads You Live... Tails You Die.,Domino,6.0,444,"['Action', 'Crime']",2,Action,"['bounty hunter', 'fbi', 'weapon', 'spectacle']","['New Line Cinema', 'Davis-Films', 'Metropolitan Filmexport', 'Scott Free Productions', 'Domino 17521']","['France', 'United Kingdom', 'United States of America']","['en', 'pl']",2005.0,50000000,100.0
993,50000000,,11863,en,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",8.189406,1995-10-13,50000000,95.0,Released,Some fantasies go too far.,Jade,5.2,44,"['Action', 'Thriller', 'Mystery', 'Romance']",4,Action,"['callgirl', 'san francisco', 'investigation', 'murder']",['Paramount Pictures'],['United States of America'],['en'],1995.0,50000000,100.0
994,50000000,http://gamerthemovie.com,18501,en,Gamer,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler), the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).",27.631262,2009-09-03,50000000,95.0,Released,"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,760,"['Action', 'Thriller', 'Science Fiction']",3,Action,"['dystopia', 'mind control', 'gun battle', 'wrongful imprisonment', 'dystopic future', 'wrongful conviction', 'online gaming']","['Lakeshore Entertainment', 'Lionsgate']",['United States of America'],['en'],2009.0,50000000,100.0
995,60000000,,109491,en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",40.721373,2013-02-13,60000000,124.0,Released,Dark secrets will come to light.,Beautiful Creatures,5.6,984,"['Fantasy', 'Drama', 'Romance']",3,Fantasy,"['civil war', 'southern usa', 'magic', 'light', 'dark', 'class prejudice', 'casters', 'based on young adult novel']","['Alcon Entertainment', 'Warner Bros.', 'Belle Pictures', '3 Arts Entertainment']",['United States of America'],['en'],2013.0,60000000,100.0
996,55000000,,9275,en,Death to Smoochy,"Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",11.329727,2002-03-28,55000000,109.0,Released,Get ready for an unexpected hit.,Death to Smoochy,5.9,132,"['Comedy', 'Crime', 'Drama', 'Thriller']",4,Comedy,"['corruption', 'moderator', 'tv show', 'success', 'irish mob', 'duringcreditsstinger']","['Senator Film Produktion', 'Mad Chance', 'Warner Bros.', 'Filmfour']","['Germany', 'United Kingdom', 'United States of America']",['en'],2002.0,55000000,100.0
997,50000000,http://www.zoolander.com/,329833,en,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,37.253774,2016-02-06,50000000,100.0,Released,Long time no Z,Zoolander 2,4.7,797,['Comedy'],1,Comedy,"['stupidity', 'sequel', 'fashion', 'male model', 'fashion model', 'modeling']","['Scott Rudin Productions', 'Red Hour Films']",['United States of America'],['en'],2016.0,50000000,100.0
998,50000000,,12634,en,The Big Bounce,"A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.",6.397388,2004-01-30,50000000,88.0,Released,It's all in who you trust,The Big Bounce,5.0,76,"['Comedy', 'Crime']",2,Comedy,"['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming', 'yellow bikini']","['Shangri-La Entertainment', 'Material', 'Taormina Productions']",['United States of America'],['en'],2004.0,50000000,100.0
999,60000000,,10416,en,What Planet Are You From?,"A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",2.275331,2000-03-03,60000000,105.0,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,5.4,37,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",4,Comedy,"['noises', 'alien life-form', 'erection', 'neue frau', 'alien', 'reproduction']",['Columbia Pictures'],['United States of America'],['en'],2000.0,60000000,100.0
1000,50000000,http://www.driveangry3d.com/,47327,en,Drive Angry,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",30.387148,2011-02-24,50000000,105.0,Released,One hell of a ride.,Drive Angry,5.3,600,"['Fantasy', 'Thriller', 'Action', 'Crime']",4,Fantasy,[],"['Summit Entertainment', 'Saturn Films', 'Nu Image Films', 'Millennium Films', 'Michael De Luca Productions']",['United States of America'],['en'],2011.0,50000000,100.0
1001,50000000,,15268,en,Street Fighter: The Legend of Chun-Li,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",8.139676,2009-02-27,50000000,97.0,Released,Some fight for power. Some fight for us.,Street Fighter: The Legend of Chun-Li,3.9,112,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",4,Action,"['martial arts', 'revenge', 'street fighter', 'based on video game']","['Twentieth Century Fox Film Corporation', 'Hyde Park Films']","['Canada', 'India', 'Japan', 'United States of America']",['en'],2009.0,50000000,100.0
1002,49000000,,10796,en,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,21.746245,2001-11-02,49000000,87.0,Released,Stealing the power of the universes one by one.,The One,5.7,437,"['Action', 'Science Fiction', 'Thriller']",3,Action,['dual identity'],"['Columbia Pictures', 'Revolution Studios', 'Hard Eight Pictures', 'Wonder works studios entertainment group']",['United States of America'],['en'],2001.0,49000000,100.0
1003,49000000,,9548,en,The Adventures of Ford Fairlane,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",2.808428,1990-07-11,49000000,104.0,Released,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,6.2,71,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",5,Action,"['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder', 'private detective']","['Twentieth Century Fox Film Corporation', 'Silver Pictures']",['United States of America'],['en'],1990.0,49000000,100.0
1004,50000000,http://www.theboatthatrocked.net/,18947,en,The Boat That Rocked,"The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",31.02233,2009-04-01,50000000,116.0,Released,On air. Off shore. Out of control.,The Boat That Rocked,7.2,666,"['Drama', 'Comedy']",2,Drama,"['great britain', 'musical', 'rock', 'pirate radio', 'swinging 60s']","['Universal Pictures', 'Studio Canal', 'Working Title Films', 'Medienproduktion Prometheus Filmgesellschaft', 'Portobello Studios', 'Tightrope Pictures']","['Germany', 'United Kingdom', 'France']",['en'],2009.0,50000000,100.0
1005,48000000,,1900,en,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",25.170217,2000-12-27,48000000,147.0,Released,No one gets away clean,Traffic,6.9,562,"['Thriller', 'Drama', 'Crime']",3,Thriller,"['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']","['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']","['Germany', 'United States of America']","['es', 'en']",2000.0,48000000,100.0
1006,48000000,http://www.indianajones.com/crusade,89,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",80.972475,1989-05-24,48000000,127.0,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152,"['Adventure', 'Action']",2,Adventure,"['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']","['Lucasfilm', 'Paramount Pictures']",['United States of America'],"['de', 'el', 'en']",1989.0,48000000,100.0
1008,49000000,http://www.chappie-movie.com,198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",116.700319,2015-03-04,49000000,120.0,Released,I am consciousness. I am alive. I am Chappie.,Chappie,6.6,3062,"['Crime', 'Action', 'Science Fiction']",3,Crime,"['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']","['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']","['Mexico', 'South Africa', 'United States of America']",['en'],2015.0,49000000,100.0
1009,73000000,,9481,en,The Bone Collector,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",33.884459,1999-11-04,73000000,118.0,Released,Serial killer vs. forensic genius,The Bone Collector,6.5,826,"['Drama', 'Mystery', 'Thriller', 'Crime']",4,Drama,"['paraplegic', 'investigation', 'psychopath']","['Universal Pictures', 'Columbia Pictures Corporation']",['United States of America'],['en'],1999.0,73000000,100.0
1010,48000000,http://www.sonypictures.com/movies/panicroom/,4547,en,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,2002-03-29,48000000,111.0,Released,,Panic Room,6.5,1267,"['Crime', 'Drama', 'Thriller']",3,Crime,"['burglar', 'bunker', 'housebreaking', 'safe', 'money']","['Hofflund/Polone', 'Indelible Productions']",['United States of America'],['en'],2002.0,48000000,100.0
1012,75000000,,6415,en,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",34.973086,1999-09-27,75000000,114.0,Released,It's good to be King.,Three Kings,6.6,692,"['Action', 'Adventure', 'Comedy']",3,Action,"['gold', 'gulf war', 'three kings', 'iraq', 'kuwait', 'rescue', 'interracial relationship', 'treasure map', 'soldier', 'u.s. soldier', 'gold theft', 'persian gulf', 'emergency surgery', 'mine field']","['Village Roadshow Pictures', 'Atlas Entertainment', 'Warner Bros.', 'Village-A.M. Partnership', 'Coast Ridge', 'Junger Witt Productions']",['United States of America'],"['en', 'ar']",1999.0,75000000,100.0
1013,50000000,,181283,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",40.371098,2015-03-15,50000000,137.0,Released,How do you find a killer who doesn’t exist?,Child 44,6.1,547,"['Crime', 'Thriller']",2,Crime,"['based on novel', 'soviet union', 'russian', 'murder', 'serial killer', 'military', 'child murder', 'stalinism', '1950s']","['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']","['United Kingdom', 'United States of America', 'Czech Republic', 'Romania']",['en'],2015.0,50000000,100.0
1014,48000000,,9896,en,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",18.60049,2001-07-30,48000000,112.0,Released,563 miles. 9 people. $2 million. 1001 problems!,Rat Race,6.0,518,"['Adventure', 'Comedy']",2,Adventure,"['casino', 'running', 'preisgeld', 'millionaire', 'road movie']","['Paramount Pictures', 'Fireworks Pictures', 'Alphaville Films']","['Canada', 'United States of America']",['en'],2001.0,48000000,100.0
1015,48000000,http://www.k-pax.com/,167,en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",30.920075,2001-10-22,48000000,120.0,Released,Change the way you look at the world.,K-PAX,7.1,695,"['Drama', 'Science Fiction']",2,Drama,"['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'claim', 'doubt', 'mental', 'help']","['Intermedia Films', 'Lawrence Gordon Productions', 'Pathé Pictures International', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","['Germany', 'United Kingdom', 'United States of America']",['en'],2001.0,48000000,100.0
1017,48000000,,1636,en,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",19.348007,2000-10-19,48000000,93.0,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,5.6,512,"['Fantasy', 'Comedy', 'Romance']",3,Fantasy,[],"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'KirchMedia']",['United States of America'],"['en', 'ru', 'es']",2000.0,48000000,100.0
1018,58000000,,2148,en,The Cotton Club,"The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",8.59075,1984-12-14,58000000,127.0,Released,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,The Cotton Club,6.6,68,"['Music', 'Drama', 'Crime', 'Romance']",4,Music,"['jazz', 'jazz musician', 'musical', 'mafia']","['Orion Pictures', 'PSO International', 'Totally Independent']",['United States of America'],"['en', 'it']",1984.0,58000000,100.0
